words,links,capital_words,spam_word_count,is_spam
231,4,3,2,0
149,2,8,0,0
618,4,1,6,1
255,2,1,2,0
119,1,0,3,0
138,7,28,4,1
350,6,3,5,1
201,0,1,0,0
193,6,1,8,1
370,1,1,0,0
151,1,2,1,0
205,0,1,2,0
144,6,8,4,1
241,4,5,6,1
651,10,1,9,1
82,7,28,9,1
757,9,12,7,1
295,1,2,5,0
217,8,0,10,1
168,0,7,10,1
150,4,16,0,1
805,10,3,1,1
204,2,0,2,0
175,0,0,1,0
64,0,2,0,0
195,2,1,1,0
338,6,25,4,1
878,7,25,3,1
105,7,21,3,1
744,10,3,7,1
149,3,30,2,1
216,0,2,2,0
180,10,23,6,1
132,3,23,3,1
151,4,10,1,0
821,8,7,7,1
82,2,0,1,0
160,2,2,0,0
679,3,16,5,1
337,9,25,4,1
164,1,1,0,0
106,1,0,2,0
226,3,5,5,1
35,0,1,0,0
897,8,25,2,1
325,6,3,8,1
162,3,3,5,0
184,2,0,0,0
407,10,10,3,1
75,0,2,10,1
181,2,12,2,1
73,2,4,1,0
959,5,21,5,1
287,2,0,0,0
321,9,11,6,1
213,1,0,0,0
127,0,0,2,0
289,0,2,3,0
837,7,26,3,1
819,3,28,0,1
97,2,29,10,1
177,2,3,0,0
50,2,6,8,1
142,8,16,1,1
232,0,0,1,0
720,5,12,2,1
158,3,0,1,0
232,2,4,2,0
277,2,1,1,0
242,0,3,0,0
425,1,0,0,0
244,2,0,1,0
163,5,0,1,0
273,0,0,2,0
409,2,15,3,1
96,1,10,1,0
221,1,2,2,0
171,1,0,1,0
814,7,7,7,1
132,2,2,6,0
574,10,21,7,1
205,2,1,2,0
192,0,29,4,1
234,2,5,1,0
901,3,28,6,1
192,9,5,10,1
698,8,14,0,1
215,1,5,2,0
695,3,25,10,1
476,0,1,2,0
856,3,1,6,1
761,2,2,6,1
138,2,11,3,1
872,7,11,7,1
460,3,15,4,1
171,4,3,0,0
318,2,3,0,0
175,1,1,0,0
296,0,1,1,0
46,1,3,6,0
379,0,3,2,0
448,2,11,0,1
118,3,23,1,1
843,10,3,5,1
317,3,24,3,1
975,5,27,5,1
850,6,22,10,1
124,2,29,5,1
473,4,12,9,1
103,1,2,1,0
191,2,1,4,1
600,8,15,6,1
602,6,12,10,1
290,1,7,1,0
88,5,3,5,0
186,2,5,6,1
620,6,8,0,1
459,2,7,8,1
270,1,2,0,0
290,1,2,2,0
771,0,12,8,1
290,4,0,0,0
259,0,0,1,0
216,2,3,2,0
389,2,18,5,1
338,0,0,0,0
289,0,0,0,0
484,0,28,4,1
22,2,0,2,0
451,1,2,1,0
233,5,1,2,0
136,4,1,2,0
301,9,6,7,1
593,4,20,3,1
105,2,8,0,0
21,0,1,2,0
120,5,15,5,1
790,3,24,0,1
596,7,5,8,1
55,3,2,10,1
76,0,7,6,0
927,1,21,5,1
48,0,1,5,0
81,2,2,2,0
137,2,0,0,0
78,1,3,1,0
213,1,3,0,0
289,0,0,2,0
250,5,5,2,0
226,3,19,4,1
168,5,5,3,1
275,1,1,6,0
830,9,23,10,1
218,2,3,1,0
894,4,11,2,1
127,2,5,2,0
691,7,26,10,1
213,2,8,1,0
257,1,8,0,0
364,1,1,1,0
300,0,1,1,0
245,4,16,0,1
573,2,27,5,1
190,3,3,2,0
468,7,20,0,1
218,6,18,9,1
123,0,3,0,0
135,3,23,9,1
328,2,23,3,1
758,7,28,0,1
736,5,29,9,1
965,1,11,6,1
501,7,7,5,1
231,1,20,5,1
169,2,0,2,0
107,2,2,6,0
65,3,2,7,1
220,2,0,1,0
200,0,6,10,1
294,2,3,3,0
647,2,5,1,1
400,0,0,1,0
228,1,3,2,0
217,5,0,1,0
37,2,2,2,0
55,7,22,10,1
307,9,17,4,1
224,1,3,2,0
516,9,2,4,1
217,0,1,1,0
223,1,0,5,0
196,4,2,3,0
187,4,10,3,0
212,2,3,1,0
184,9,6,3,1
845,9,28,5,1
62,2,2,0,0
367,3,2,2,0
363,2,0,0,0
183,2,0,5,0
429,2,1,4,0
180,2,0,1,0
716,3,28,1,1
79,0,2,0,0
253,0,0,2,0
114,7,11,3,1
241,2,3,1,0
985,3,10,3,1
630,5,5,4,1
36,2,2,6,0
241,0,0,3,0
803,10,1,8,1
85,4,16,10,1
162,7,30,10,1
302,0,11,7,1
122,2,2,2,0
870,7,1,10,1
382,1,14,0,1
225,3,2,1,0
57,0,1,1,0
905,4,11,8,1
92,1,7,0,0
244,2,0,6,0
647,2,11,1,1
755,10,26,5,1
60,0,2,1,0
459,7,27,3,1
504,3,0,10,1
279,2,0,2,0
941,5,16,4,1
316,3,3,5,1
529,5,9,7,1
616,4,30,5,1
275,2,3,0,0
374,4,18,8,1
299,9,2,3,1
195,5,6,1,1
251,3,4,2,0
448,9,10,9,1
324,5,25,8,1
134,0,2,5,0
57,1,2,0,0
198,4,27,10,1
706,4,6,7,1
426,10,29,2,1
905,5,5,7,1
304,3,25,8,1
259,0,1,6,0
761,3,8,4,1
197,1,1,4,0
167,5,3,1,0
120,7,5,2,1
294,0,1,2,0
140,10,21,9,1
121,0,17,4,1
296,2,8,1,0
271,2,2,0,0
842,2,16,4,1
739,6,30,6,1
608,4,29,2,1
362,8,23,8,1
706,6,7,4,1
74,0,2,0,0
69,0,3,1,0
211,1,0,5,0
265,2,2,4,0
184,4,1,2,0
154,2,3,5,0
55,2,10,5,0
249,0,3,3,0
999,3,2,9,1
145,6,17,7,1
165,2,3,0,0
997,4,30,3,1
410,5,0,10,1
60,3,1,9,1
552,0,13,4,1
292,2,2,2,0
146,2,10,2,0
285,0,0,2,0
108,1,2,0,0
195,2,3,0,0
325,9,11,5,1
175,1,3,1,0
243,1,1,0,0
105,1,3,5,0
596,1,3,5,1
35,2,3,2,0
296,10,0,10,1
192,1,9,2,0
216,1,0,5,0
954,9,8,6,1
655,1,28,3,1
127,2,26,7,1
102,2,5,10,1
435,9,6,5,1
311,9,29,3,1
318,3,2,7,1
63,1,0,2,0
130,2,0,0,0
947,8,23,4,1
208,2,1,1,0
54,7,14,4,1
138,0,3,2,0
123,9,2,6,1
194,10,27,5,1
97,8,9,4,1
66,1,3,2,0
57,8,15,6,1
127,1,1,1,0
141,0,12,4,1
338,8,7,8,1
645,6,3,8,1
301,1,9,2,0
96,2,0,5,0
800,3,15,3,1
580,9,26,4,1
818,4,11,4,1
59,1,3,2,0
243,1,3,2,0
144,8,27,10,1
284,9,26,0,1
163,2,3,2,0
256,2,3,1,0
302,7,15,0,1
149,1,7,2,0
256,3,23,4,1
120,0,17,6,1
184,5,1,2,0
226,0,25,8,1
641,10,14,3,1
288,0,3,2,0
973,5,21,8,1
94,0,1,2,0
425,6,2,5,1
197,3,3,2,0
139,1,0,1,0
277,1,5,2,0
37,1,2,2,0
196,0,1,2,0
775,10,1,3,1
246,4,1,0,0
218,4,3,1,0
206,1,1,2,0
243,1,1,5,0
268,5,5,6,1
893,2,12,9,1
107,4,18,8,1
137,4,3,0,0
93,4,0,6,0
749,4,1,10,1
38,2,0,6,0
101,5,0,8,1
79,2,8,5,0
119,5,23,1,1
180,1,4,1,0
935,8,12,5,1
123,9,2,3,1
926,3,22,5,1
389,1,27,2,1
219,1,2,2,0
38,1,3,2,0
429,2,2,1,0
935,9,8,3,1
128,2,1,3,1
100,3,27,10,1
337,3,9,7,1
116,1,11,0,1
644,2,23,6,1
168,1,0,1,0
438,1,3,5,0
183,2,2,5,0
572,0,5,5,1
147,0,0,1,0
353,2,7,5,1
82,3,1,10,1
126,0,0,1,0
951,8,8,6,1
591,1,18,9,1
502,2,4,5,1
270,4,1,1,0
292,2,0,1,0
653,9,30,9,1
360,2,27,8,1
818,6,7,0,1
138,2,28,7,1
111,1,20,6,1
531,3,25,3,1
745,2,10,8,1
123,4,2,2,0
122,1,1,1,0
217,3,18,9,1
241,1,5,1,0
665,3,4,10,1
281,0,30,4,1
239,2,26,10,1
961,7,1,4,1
153,1,1,1,0
432,0,2,0,0
21,0,2,1,0
125,1,3,2,0
82,5,2,2,0
863,2,22,10,1
355,1,15,5,1
168,1,29,4,1
201,2,1,2,0
153,8,24,5,1
416,3,5,8,1
186,0,4,0,0
514,2,11,3,1
145,1,5,5,0
868,7,5,7,1
231,4,6,10,1
491,3,2,2,0
56,9,3,3,1
91,0,1,0,0
62,0,3,3,0
125,1,0,2,0
151,1,0,1,0
988,6,0,3,1
123,3,5,4,1
827,1,26,10,1
959,2,30,6,1
60,3,25,9,1
157,2,0,0,0
317,0,1,1,0
304,1,7,0,0
303,8,23,8,1
240,1,0,2,0
205,1,0,2,0
426,1,3,1,0
109,1,1,0,0
247,2,3,2,0
245,2,1,2,0
555,2,17,3,1
51,5,7,2,0
584,9,12,1,1
146,4,0,6,0
858,7,20,1,1
633,2,19,8,1
811,10,10,8,1
281,2,7,2,0
203,2,2,5,0
779,3,23,8,1
250,10,0,4,1
85,9,0,7,1
240,0,2,0,0
548,5,2,10,1
25,2,0,2,0
56,0,8,1,0
269,2,1,0,0
333,10,13,6,1
100,7,20,5,1
625,3,2,10,1
203,0,7,2,0
533,2,5,4,1
70,2,0,1,0
184,2,1,1,0
724,5,3,5,1
655,7,10,1,1
268,0,2,1,0
129,2,1,1,0
258,5,9,2,0
83,2,0,0,0
83,1,1,0,0
997,0,6,6,1
130,0,4,2,0
955,8,30,7,1
586,10,29,2,1
860,3,23,5,1
156,0,0,2,0
434,8,20,9,1
51,0,2,2,0
960,1,5,3,1
288,10,21,3,1
890,10,28,8,1
157,1,1,1,0
213,0,0,4,0
210,4,0,1,0
314,7,24,2,1
92,5,27,10,1
855,4,3,10,1
213,2,1,1,0
166,9,29,7,1
211,1,2,0,0
311,2,23,9,1
829,1,6,6,1
74,0,1,1,0
132,1,0,0,0
238,1,0,0,0
299,1,8,2,0
127,2,30,4,1
130,2,11,3,1
183,5,24,9,1
59,0,2,1,0
633,8,5,10,1
128,4,2,5,0
82,0,24,6,1
147,5,0,2,0
709,4,0,3,1
232,0,4,8,1
167,5,1,1,0
123,2,2,0,0
366,6,12,8,1
670,2,16,2,1
456,7,24,9,1
850,2,7,9,1
721,3,5,0,1
696,7,30,3,1
223,0,0,2,0
177,1,1,2,0
482,2,0,2,0
247,1,3,0,0
712,7,23,10,1
993,5,18,5,1
97,2,3,0,0
83,4,2,1,0
335,0,10,9,1
151,2,1,0,0
243,4,14,3,1
645,2,9,3,1
209,3,0,0,0
227,2,0,2,0
67,0,6,5,0
880,5,22,5,1
246,5,9,3,1
297,2,0,2,0
265,2,6,6,0
364,6,20,3,1
144,1,4,0,0
92,1,0,1,0
78,1,9,2,0
77,3,3,2,0
191,0,3,2,0
979,2,19,6,1
262,0,3,0,0
125,1,0,0,0
420,3,20,1,1
421,10,9,3,1
318,7,26,5,1
278,4,0,0,0
179,9,29,3,1
177,4,22,2,1
165,1,0,0,0
835,5,18,10,1
57,1,1,2,0
73,5,0,3,1
159,6,19,7,1
254,1,0,2,0
582,8,24,5,1
294,0,2,5,0
990,4,2,3,1
95,1,3,1,0
59,0,20,7,1
50,0,1,0,0
179,2,29,6,1
48,1,1,0,0
323,9,20,7,1
88,2,2,0,0
299,0,8,0,0
200,2,1,2,0
212,4,1,10,1
546,4,7,4,1
301,10,3,6,1
193,0,0,2,0
549,3,22,5,1
225,2,27,10,1
652,8,3,6,1
713,5,5,8,1
148,3,5,1,0
788,3,0,8,1
125,1,27,4,1
221,1,4,1,0
317,0,5,0,0
814,0,7,9,1
170,6,6,8,1
213,2,9,1,0
147,4,6,3,1
141,1,1,1,0
327,9,11,9,1
274,1,3,1,0
174,5,6,2,0
96,7,5,10,1
157,2,0,2,0
259,1,7,2,0
78,2,3,2,0
85,5,1,1,0
206,0,0,0,0
248,2,1,1,0
754,9,24,4,1
918,6,1,5,1
60,1,7,3,0
297,1,3,2,0
185,1,2,2,0
27,0,1,2,0
143,5,26,4,1
363,1,2,0,0
182,1,1,1,0
148,2,0,1,0
237,0,7,2,0
322,9,22,9,1
211,1,2,2,0
703,4,6,10,1
46,2,1,0,0
87,0,3,0,0
130,1,2,5,0
267,0,3,6,0
560,9,11,0,1
184,9,28,7,1
757,8,0,6,1
311,1,8,5,1
225,2,8,2,0
812,9,13,7,1
165,1,2,0,0
446,6,7,9,1
874,6,25,4,1
715,9,28,5,1
81,0,2,2,0
511,3,26,5,1
429,2,24,6,1
261,1,4,1,0
394,3,22,0,1
29,5,5,2,0
106,10,11,10,1
447,1,8,2,0
887,10,16,3,1
321,6,23,8,1
75,1,4,0,0
750,10,9,3,1
841,2,28,8,1
250,2,3,1,0
162,9,4,10,1
159,4,3,0,0
849,1,10,0,1
431,1,18,10,1
157,0,23,8,1
163,1,0,1,0
784,4,27,3,1
291,9,22,6,1
68,8,2,8,1
868,9,14,5,1
195,10,25,3,1
146,0,2,1,0
282,4,26,6,1
558,6,24,5,1
21,0,6,1,0
233,0,0,1,0
416,2,0,2,0
123,7,3,3,1
42,1,2,2,0
163,0,10,2,0
242,2,2,2,0
371,0,1,3,1
208,0,0,1,0
202,2,2,0,0
274,1,1,0,0
613,2,10,9,1
271,4,4,2,0
328,1,2,1,0
317,5,8,4,1
140,2,20,3,1
292,0,4,0,0
664,10,6,7,1
910,7,24,4,1
197,10,21,8,1
243,2,2,2,0
83,1,0,0,0
244,2,1,7,1
162,0,0,0,0
569,7,10,5,1
91,2,2,2,0
204,2,3,0,0
436,10,10,1,1
643,5,27,6,1
897,7,4,10,1
629,4,8,3,1
458,7,16,8,1
50,2,23,7,1
614,0,16,5,1
114,4,2,1,0
148,0,0,2,0
200,2,3,0,0
40,2,1,1,0
152,2,1,2,0
40,1,5,0,0
85,8,4,9,1
410,5,22,9,1
146,5,10,5,0
336,0,22,3,1
54,0,3,1,0
213,0,1,5,1
241,2,19,3,1
394,8,25,8,1
274,4,3,4,0
166,0,1,3,0
165,5,23,0,1
188,1,7,0,0
201,0,7,2,0
442,0,23,5,1
169,9,12,8,1
180,3,30,5,1
657,2,4,3,1
693,9,26,2,1
619,2,29,8,1
112,1,0,6,0
134,8,21,1,1
195,9,14,0,1
601,7,3,5,1
133,2,1,0,1
316,8,22,4,1
513,4,4,1,1
134,2,1,2,0
232,1,2,2,0
242,1,1,3,0
300,10,30,7,1
819,9,15,4,1
62,7,21,7,1
381,5,3,2,0
83,2,16,3,1
134,9,2,6,1
265,2,1,0,0
235,8,2,3,1
285,2,6,2,0
288,3,6,1,0
751,5,17,8,1
279,2,2,5,0
958,8,11,2,1
72,2,0,2,0
275,1,0,0,0
873,0,17,8,1
128,0,0,0,0
259,2,7,7,1
404,1,2,6,0
730,3,17,10,1
92,4,5,2,0
559,5,28,9,1
935,4,10,8,1
225,0,3,6,0
393,5,8,10,1
33,1,2,2,0
554,5,7,6,1
275,1,2,2,0
400,0,10,0,0
925,3,23,2,1
129,6,20,1,1
91,0,3,0,0
145,1,2,0,0
427,0,29,4,1
33,2,2,2,0
138,5,2,1,0
902,7,9,1,1
576,0,12,3,1
745,2,5,7,1
237,3,0,6,0
769,10,3,5,1
443,0,3,1,0
665,2,23,0,1
155,0,7,0,0
863,7,17,5,1
114,7,5,7,1
356,10,3,9,1
210,2,3,4,0
114,0,8,1,0
233,1,0,1,0
189,0,2,6,0
167,0,9,1,0
429,4,21,9,1
135,0,3,0,1
384,1,12,6,1
220,0,2,2,0
151,1,3,6,0
748,3,22,3,1
952,8,27,5,1
949,8,19,9,1
189,0,3,1,0
210,2,6,3,1
838,2,2,3,1
100,2,1,2,0
359,0,2,2,0
259,10,20,7,1
635,7,23,1,1
253,2,6,2,0
282,1,1,0,0
278,2,3,1,0
116,10,5,0,1
209,0,8,1,0
148,2,9,5,1
282,0,5,6,0
151,1,2,6,0
128,2,2,2,0
90,2,21,6,1
68,2,2,0,0
110,1,18,9,1
158,1,2,2,0
734,8,22,3,1
302,2,2,2,0
97,0,0,0,0
943,10,24,9,1
52,10,2,2,1
607,9,11,1,1
214,2,0,0,0
21,2,3,0,0
294,2,1,0,0
212,1,3,1,0
832,4,25,7,1
127,2,0,4,0
208,0,3,3,0
218,3,12,10,1
992,9,18,3,1
163,0,7,1,0
97,7,4,6,1
172,3,1,1,0
66,0,1,2,0
130,8,18,8,1
65,2,2,2,0
274,4,0,2,0
345,3,3,1,0
182,2,5,4,0
288,5,0,1,0
773,7,1,4,1
22,1,1,2,0
297,2,13,7,1
165,1,10,1,0
52,2,0,0,0
84,2,2,2,0
163,2,0,0,0
290,0,1,1,0
911,3,17,4,1
29,1,3,2,0
128,1,24,1,1
274,2,0,2,0
858,6,1,4,1
212,3,7,0,0
139,0,3,1,0
91,5,4,4,1
227,1,0,4,0
926,0,20,8,1
122,5,3,3,1
35,2,0,2,0
243,2,2,4,0
402,2,3,2,0
203,0,2,6,0
291,1,1,2,0
264,1,2,2,0
166,2,1,2,0
640,3,16,2,1
119,0,27,7,1
429,0,3,2,0
231,0,1,2,0
250,2,3,6,0
500,4,18,3,1
94,0,0,0,0
205,0,0,1,0
38,1,6,1,0
289,2,3,0,0
888,8,5,6,1
60,1,0,0,0
937,3,20,4,1
286,2,1,2,0
262,1,0,0,0
691,3,26,3,1
286,3,2,2,0
130,1,1,0,0
199,2,8,2,0
199,2,0,4,1
56,4,30,8,1
106,2,5,10,1
106,0,1,3,0
110,9,12,0,1
525,3,20,1,1
181,1,4,3,0
39,0,0,1,0
195,3,17,6,1
231,1,3,4,0
74,3,12,4,1
218,1,1,1,0
909,1,25,4,1
242,4,0,1,0
178,2,5,3,1
259,1,3,0,0
119,9,9,10,1
228,1,0,0,0
133,0,20,6,1
180,1,1,2,0
48,2,0,5,0
710,0,26,4,1
20,1,1,2,0
889,2,24,10,1
493,3,0,2,0
610,7,4,5,1
170,2,1,2,0
214,1,2,1,0
162,2,3,1,0
791,8,19,8,1
170,0,3,1,0
888,7,9,8,1
956,9,10,10,1
182,2,26,10,1
74,1,0,2,0
109,2,17,6,1
962,2,19,8,1
357,9,16,1,1
208,1,2,0,0
149,1,0,1,0
83,10,5,4,1
193,2,0,8,1
188,2,22,6,1
236,0,1,3,0
73,1,1,2,0
879,8,19,6,1
83,5,1,2,0
806,10,23,7,1
338,2,2,0,0
287,1,3,1,0
51,7,9,9,1
172,2,2,2,0
71,2,2,1,0
174,4,7,2,0
375,3,3,3,1
204,0,3,1,0
161,5,27,6,1
121,6,20,9,1
750,3,18,3,1
64,2,0,5,0
495,6,4,9,1
992,1,18,1,1
647,5,17,10,1
289,0,14,6,1
94,9,7,1,1
118,2,3,0,0
130,7,2,6,1
184,2,3,2,0
47,2,0,2,0
269,4,1,2,0
240,1,1,1,0
849,2,10,5,1
148,2,0,2,0
146,1,3,2,0
185,0,3,0,0
855,7,22,4,1
940,2,9,2,1
107,2,0,2,0
62,1,5,1,0
476,2,1,9,1
366,0,5,0,0
476,10,11,8,1
486,9,27,3,1
199,0,2,4,0
171,1,2,0,0
286,1,7,4,0
405,10,14,5,1
294,1,2,1,0
181,2,1,2,0
166,2,5,4,1
84,2,1,2,0
803,0,16,5,1
898,8,27,8,1
32,2,3,2,0
411,1,3,2,0
25,0,2,0,0
128,2,3,1,0
543,5,2,5,1
858,8,8,4,1
129,1,1,2,0
182,2,0,5,0
601,8,5,9,1
97,0,3,0,0
40,3,9,0,0
784,4,12,10,1
531,3,17,7,1
500,5,8,7,1
254,0,0,1,0
90,4,27,10,1
523,2,12,4,1
91,1,9,5,0
354,2,2,1,0
684,0,19,2,1
611,4,21,5,1
288,7,18,3,1
102,1,1,1,0
352,0,3,0,0
185,1,0,7,1
81,1,3,1,0
67,8,23,7,1
150,0,10,0,0
80,2,3,0,0
153,4,1,1,0
185,1,1,3,0
514,9,7,7,1
259,3,3,3,0
79,0,8,6,0
92,0,3,0,0
31,2,2,0,0
244,0,1,1,0
49,0,8,1,0
220,2,1,1,0
146,4,28,5,1
98,2,2,0,0
157,3,13,9,1
394,8,27,9,1
481,7,6,4,1
187,0,2,0,0
280,0,7,0,0
132,0,10,0,0
825,5,5,0,1
361,3,14,10,1
938,9,6,3,1
62,10,1,9,1
623,3,15,10,1
167,0,2,1,0
728,2,22,3,1
816,0,28,10,1
748,3,22,10,1
83,10,23,10,1
614,9,21,4,1
291,1,3,1,0
37,1,2,2,0
45,0,4,1,0
81,1,8,0,0
252,0,2,4,0
156,2,2,1,0
226,2,3,2,0
519,6,8,6,1
244,3,1,2,0
359,2,1,0,0
660,6,4,7,1
149,6,5,0,1
108,4,16,9,1
54,1,6,0,0
606,2,21,0,1
853,2,25,1,1
142,1,21,0,1
103,8,6,10,1
183,2,0,1,0
228,2,8,6,0
282,4,26,6,1
228,1,0,0,0
156,8,24,2,1
36,0,3,2,0
190,4,5,3,1
239,1,0,3,0
245,5,28,7,1
69,3,29,3,1
271,1,3,6,0
274,2,2,2,0
278,4,1,3,0
106,1,3,0,0
211,1,0,2,0
214,0,7,1,0
372,9,21,5,1
122,1,3,1,0
52,2,3,0,0
602,10,30,5,1
917,2,17,3,1
129,1,8,2,0
114,10,28,9,1
56,10,7,4,1
53,2,16,6,1
836,1,24,8,1
108,0,1,6,0
197,7,0,10,1
76,5,0,2,0
489,6,15,6,1
331,3,1,5,1
220,2,1,1,0
959,3,13,10,1
232,0,3,1,0
176,1,6,2,0
46,0,7,0,0
187,4,9,5,1
699,3,5,3,1
288,5,3,0,0
215,0,0,0,0
237,2,2,1,0
758,3,28,4,1
529,3,0,8,1
258,0,3,2,0
957,1,10,3,1
170,2,9,10,1
64,1,2,2,0
193,2,0,0,0
161,4,4,1,1
383,4,15,5,1
67,1,0,4,0
292,0,0,5,0
681,4,18,10,1
99,0,1,1,0
951,0,14,5,1
270,2,5,2,1
682,3,13,10,1
168,3,6,0,1
199,2,2,0,0
192,3,13,5,1
294,0,2,1,0
198,1,3,9,1
588,7,12,4,1
186,2,2,2,0
232,1,2,0,0
230,2,1,1,0
168,2,1,4,0
150,1,1,0,0
65,6,16,10,1
210,3,5,9,1
297,0,1,2,0
185,2,1,1,0
